ID,NOMB_PROY,ETAP_PROY,JEFE_PROY,INST_PROY,CAMPAÑA,ZONA,ESTACION,LATITUD,LONGITUD,Fecha,Hora Muestreo,VARIABLE,VALOR,FECHA,COD_REGION
121,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Aysen,5,452421.9,733225.0,2023-05-12,16:03:00,SULFUROS,231.9766666666667,12/05/2023 16:03:00,XI
124,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Aysen,10,455717.6,733619.7,2023-11-05,12:02:00,SULFUROS,42.56333333333333,05/11/2023 12:02:00,XI
126,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Aysen,13,461329.4,734345.5,2023-08-05,14:42:00,SULFUROS,0,05/08/2023 14:42:00,XI
127,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Aysen,18,460557.7,735202.9,2023-08-05,13:05:00,SULFUROS,0.006666666666666667,05/08/2023 13:05:00,XI
128,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Aysen,19,460107.9,735645.7,2023-08-05,11:57:00,SULFUROS,0,05/08/2023 11:57:00,XI
129,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Aysen,24,454429.7,740423.3,2023-08-05,08:30:00,SULFUROS,19.176666666666666,05/08/2023 08:30:00,XI
130,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Aysen,25,454137.5,741704.6,2023-07-05,16:50:00,SULFUROS,0.0033333333333333335,05/07/2023 16:50:00,XI
131,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Aysen,28,453351.4,741310.2,2023-07-05,15:02:00,SULFUROS,0,05/07/2023 15:02:00,XI
132,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Aysen,30,452356.0,741521.0,2023-07-05,13:16:00,SULFUROS,0.01,05/07/2023 13:16:00,XI
133,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Aysen,34,451659.5,734350.5,2023-12-05,12:35:00,SULFUROS,80.71,05/12/2023 12:35:00,XI
134,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Coquimbo,1,300839.9,712256.3,2023-07-21,09:40:00,SULFUROS,0.32697500647129607,21/07/2023 09:40:00,IV
135,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Coquimbo,4,301121.0,712525.0,2023-07-21,10:40:00,SULFUROS,38.39875468907526,21/07/2023 10:40:00,IV
136,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Coquimbo,5,301046.7,712617.5,2023-07-21,11:11:00,SULFUROS,112.29760232215186,21/07/2023 11:11:00,IV
137,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Coquimbo,7,301455.9,712925.2,2023-07-20,08:55:00,SULFUROS,0.00039753886451923784,20/07/2023 08:55:00,IV
138,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Coquimbo,9,301620.2,713032.0,2023-07-20,11:20:00,SULFUROS,1.3466348595794055,20/07/2023 11:20:00,IV
139,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Coquimbo,10,301612.8,713138.8,2023-07-20,09:35:00,SULFUROS,14.442743240810394,20/07/2023 09:35:00,IV
140,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Coquimbo,13,301637.0,713306.7,2023-07-20,10:33:00,SULFUROS,56.359729703818665,20/07/2023 10:33:00,IV
141,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Natales,2,513604.7,724301.6,2023-08-30,11:10:00,SULFUROS,60.73685027803739,30/08/2023 11:10:00,XII
142,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Natales,3,514018.2,723753.1,2023-08-30,12:02:00,SULFUROS,28.775957994041672,30/08/2023 12:02:00,XII
143,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Natales,5,514929.7,723739.8,2023-08-26,11:30:00,SULFUROS,9.65147894834577,26/08/2023 11:30:00,XII
144,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Natales,9,514601.6,725405.0,2023-08-27,12:32:00,SULFUROS,26.98232999949512,27/08/2023 12:32:00,XII
145,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Natales,10,520357.8,725602.0,2023-08-28,12:30:00,SULFUROS,86.95348167786385,28/08/2023 12:30:00,XII
146,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Natales,11,521159.7,725703.6,2023-08-27,16:54:00,SULFUROS,71.82915206881245,27/08/2023 16:54:00,XII
147,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Natales,13,521310.4,725226.1,2023-08-27,17:30:00,SULFUROS,0.012654012338151893,27/08/2023 17:30:00,XII
148,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Natales,14,520439.3,723937.6,2023-08-25,18:15:00,SULFUROS,16.055481173236558,25/08/2023 18:15:00,XII
1,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Estuario,1,412614.9,721747.9,2023-11-06,09:04:00,MATERIA ORGANICA,4.958563773883991,06/11/2023 09:04:00,X
2,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Estuario,2,412807.3,721843.5,2023-11-06,08:40:00,MATERIA ORGANICA,3.3574218750000155,06/11/2023 08:40:00,X
3,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Estuario,3,412945.4,721845.5,2023-11-06,09:35:00,MATERIA ORGANICA,2.0998613855545836,06/11/2023 09:35:00,X
4,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Estuario,5,413039.3,721721.1,2023-11-06,10:10:00,MATERIA ORGANICA,2.271398087410141,06/11/2023 10:10:00,X
5,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Estuario,6,413132.6,722021.4,2023-10-06,15:40:00,MATERIA ORGANICA,4.948199515414792,06/10/2023 15:40:00,X
6,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Estuario,7,413157.8,721802.6,2023-11-06,11:05:00,MATERIA ORGANICA,3.2965429170847056,06/11/2023 11:05:00,X
7,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Estuario,8,413533.0,722110.7,2023-10-06,15:12:00,MATERIA ORGANICA,5.513976555455328,06/10/2023 15:12:00,X
8,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Estuario,12,413938.3,722058.9,2023-06-10,14:30:00,MATERIA ORGANICA,3.167713335796116,10/06/2023 14:30:00,X
9,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Estuario,17,414052.7,722801.1,2023-10-06,13:30:00,MATERIA ORGANICA,1.0199234358845441,06/10/2023 13:30:00,X
10,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Estuario,21,414330.8,723048.5,2023-10-06,12:50:00,MATERIA ORGANICA,2.2963631834599703,06/10/2023 12:50:00,X
15,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Reloncavi,13,412948.4,725730.9,2023-04-13,14:10:00,MATERIA ORGANICA,0.8675378192268076,13/04/2023 14:10:00,X
16,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Reloncavi,15,413105.3,724724.2,2023-10-06,09:02:00,MATERIA ORGANICA,1.3787458273114586,06/10/2023 09:02:00,X
17,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Reloncavi,17,413450.6,724336.9,2023-10-06,10:15:00,MATERIA ORGANICA,1.14033833071114,06/10/2023 10:15:00,X
18,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Reloncavi,19,413707.8,724152.2,2023-10-06,10:50:00,MATERIA ORGANICA,2.2097770492798756,06/10/2023 10:50:00,X
19,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Reloncavi,21,413751.5,724023.2,2023-10-06,11:30:00,MATERIA ORGANICA,1.393167936868247,06/10/2023 11:30:00,X
67,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Quellon,19,430307.5,732746.7,2023-04-19,12:33:00,MATERIA ORGANICA,1.2524456801565313,19/04/2023 12:33:00,X
73,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Quellon,39,425415.3,732927.9,2023-04-19,08:10:00,MATERIA ORGANICA,0.9026098815944562,19/04/2023 08:10:00,X
83,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Ayacara,7,423730.6,725115.4,2023-04-21,16:40:00,MATERIA ORGANICA,1.145229792257469,21/04/2023 16:40:00,X
92,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Guaitecas,1,442931.1,740942.8,2023-05-05,13:41:00,MATERIA ORGANICA,1.044098120064295,05/05/2023 13:41:00,XI
93,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Guaitecas,2,442708.1,740808.5,2023-05-05,13:15:00,MATERIA ORGANICA,1.7646317381622791,05/05/2023 13:15:00,XI
94,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Guaitecas,4,441418.4,741320.7,2023-05-05,11:40:00,MATERIA ORGANICA,1.2763396938173173,05/05/2023 11:40:00,XI
95,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Guaitecas,6,440829.0,740209.0,2023-05-05,10:05:00,MATERIA ORGANICA,0.6812549039144186,05/05/2023 10:05:00,XI
96,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Guaitecas,7,440453.4,735253.7,2023-05-05,08:50:00,MATERIA ORGANICA,1.280097965228041,05/05/2023 08:50:00,XI
97,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Guaitecas,8,435456.5,735432.1,2023-04-05,10:30:00,MATERIA ORGANICA,1.0456273764258368,05/04/2023 10:30:00,XI
98,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Guaitecas,9,435329.1,735219.9,2023-04-05,09:35:00,MATERIA ORGANICA,0.9413522599925469,05/04/2023 09:35:00,XI
99,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Guaitecas,10,435638.0,734800.0,2023-04-05,11:36:00,MATERIA ORGANICA,0.7198618643449141,05/04/2023 11:36:00,XI
100,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Guaitecas,12,440031.4,734511.0,2023-04-05,12:28:00,MATERIA ORGANICA,2.6202389784224405,05/04/2023 12:28:00,XI
101,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Guaitecas,17,441715.5,734639.1,2023-04-05,16:45:00,MATERIA ORGANICA,1.0243976744776488,05/04/2023 16:45:00,XI
102,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2023-2024,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2023.Proy.SeguimientoAmbiental,Moraleda,2,451131.2,735840.6,2023-05-07,09:47:00,MATERIA ORGANICA,1.015548576429971,07/05/2023 09:47:00,XI
